1001_aaaaaa.png,cueball megan
1005_sopa.png,none
1007_sustainable.png,none
1009_sigh.png,cueball megan
1010_etymology_man.png,cueball ponytail other
1014_car_problems.png,cueball megan black-hat
1015_kerning.png,cueball
1016_valentine_dilemma.png,cueball megan
1019_first_post.png,none
1023_late_night_pbs.png,cueball other
1026_compare_and_contrast.png,none
1027_pickup_artist.png,black-hat megan
1030_keyed.png,cueball beret ponytail
1032_networking.png,hairy beret
1034_share_buttons.png,none
1035_cadbury_eggs.png,cueball megan
1039_rubisco.png,cueball megan
1049_bookshelf.png,cueball
1050_forgot_algebra.png,cueball megan other
1053_ten_thousand.png,cueball megan
1054_thebacon.png,white-hat cueball
1055_kickstarter.png,black-hat
1056_felidae.png,none
1063_kill_hitler.png,cueball black-hat
1065_shoes.png,cueball
1067_pressures.png,megan ponytail
1068_swiftkey.png,cueball megan
1070_words_for_small_sets.png,none
1071_exoplanets.png,none
1074_moon_landing.png,cueball megan
1077_home_organization.png,cueball
1078_knights.png,none
1079_united_shapes.png,none
1082_geology.png,cueball megan
1086_eyelash_wish_log.png,black-hat
1091_curiosity.png,none
1097_a_hypochondriacs_nightmare.png,cueball
1098_star_ratings.png,none
1099_tuesdays.png,ponytail beret
1100_vows.png,cueball other
1102_fastest_growing.png,black-hat other
1103_nine.png,cueball
1104_feathers.png,megan other
1106_add.png,cueball
1107_sports_cheat_sheet.png,none
1109_refrigerator.png,none
1112_think_logically.png,cueball other
1114_metallurgy.png,cueball megan other
1116_traffic_lights.gif,none
1119_undoing.png,cueball
1120_blurring_the_line.png,cueball white-hat
1121_identity.png,cueball megan
1123_the_universal_label.png,none
1126_epsilon_and_zeta.png,other
1129_cell_number.png,none
1132_frequentists_vs_bayesians.png,cueball
1135_arachnoneurology.png,beret
1139_rubber_and_glue.png,cueball black-hat other
1140_calendar_of_meaningful_dates.png,none
1143_location.png,cueball ponytail other
1145_sky_color.png,other
1146_honest.png,cueball
1147_evolving.png,none
1149_broomstick.png,megan
1150_instagram.png,cueball
1153_proof.png,cueball
1155_kolmogorov_directions.png,cueball
1157_sick_day.png,none
1159_countdown.png,cueball black-hat
1160_drop_those_pounds.png,none
1161_hand_sanitizer.png,cueball
1164_home_alone.png,other
1165_amazon.png,none
1168_tar.png,cueball megan white-hat
1170_bridge.png,cueball
1171_perl_problems.png,cueball other
1172_workflow.png,none
1173_steroids.png,megan
1175_moving_sidewalks.png,megan
1176_those_not_present.png,cueball
1180_virus_venn_diagram.png,none
1181_pgp.png,none
1182_rembrandt_photo.png,cueball megan
1184_circumference_formula.png,none
1185_ineffective_sorts.png,none
1186_bumblebees.png,none
1188_bonding.png,none
1189_voyager_1.png,none
1190_time.png,none
1191_the_past.png,cueball black-hat
1194_stratigraphic_record.png,none
1196_subways.png,none
1199_silence.png,megan
1201_integration_by_parts.png,none
1206_einstein.png,cueball
1208_footnote_labyrinths.png,none
1209_encoding.png,cueball megan
1210_im_so_random.png,hairy black-hat
1216_sticks_and_stones.png,cueball
1217_cells.png,cueball
1219_reports.png,cueball
1225_ice_sheets.png,none
1228_prometheus.png,cueball
1230_polar_cartesian.png,none
1231_habitable_zone.png,cueball
1232_realistic_criteria.png,cueball white-hat
1237_qr_code.png,none
1238_enlightenment.png,cueball megan ponytail
1239_social_media.png,cueball
1241_annoying_ringtone_champion.png,cueball black-hat
1242_scary_names.png,none
1246_pale_blue_dot.png,cueball
1249_meteor_showers.png,none
1251_anti_glass.png,black-hat
1252_increased_risk.png,cueball ponytail beret
1254_preferred_chat_system.png,cueball
1256_questions.png,megan
1261_shake_that.png,megan
1263_reassuring.png,megan cueball
1264_slideshow.gif,cueball
1267_mess.png,cueball
1268_alternate_universe.png,cueball megan
1271_hilighting.png,none
1272_shadowfacts.png,other
1273_tall_infographics.png,megan hairy
1276_angular_size.png,none
1278_giraffes.png,none
1279_reverse_identity_theft.png,cueball
1282_monty_hall.png,beret
1284_improved_keyboard.png,cueball black-hat
1287_puzzle.png,none
1298_exoplanet_neighborhood.png,none
1299_i_dont_own_a_tv.png,none
304_nighttime_stories.jpg,cueball megan
309_shopping_teams.png,cueball other
311_action_movies.png,cueball megan
313_insomnia.png,none
316_loud_sex.png,cueball megan
319_engineering_hubris.png,cueball
323_ballmer_peak.png,cueball
324_tapping.png,cueball megan
325_a-minus-minus.png,megan black-hat
328_eggs.png,cueball megan beret
329_turing_test.png,cueball
332_gyroscopes.png,cueball
333_getting_out_of_hand.png,cueball megan
336_priorities.png,cueball
341_1337_part_1.png,cueball
342_1337_part_2.png,ponytail other
343_1337_part_3.png,other
344_1337_part_4.png,black-hat
347_brick_archway.png,cueball
353_python.png,cueball
357_flies.png,cueball
358_loud_party.png,cueball megan
361_christmas_back_home.png,cueball other
367_fandom.png,cueball megan
369_dangers.png,none
370_redwall.png,other
372_to_be_wanted.png,cueball
373_the_data_so_far.png,none
380_emoticon.png,cueball
382_trebuchet.png,cueball megan
383_helping.png,cueball megan
384_the_drake_equation.png,none
386_duty_calls.png,cueball
387_advanced_technology.png,cueball megan
388_fuck_grapefruit.png,none
391_anti_mind_virus.png,none
393_ultimate_game.png,other
394_kilobyte.png,none
395_morning.png,megan
398_tap_that_ass.png,cueball
399_travelling_salesman_problem.png,other
406_venting.png,cueball
410_math_paper.png,cueball
411_techno.png,cueball megan
414_mistranslations.png,cueball megan
415_restraining_order.png,cueball ponytail
417_the_man_who_fell_sideways.png,megan
419_forks_and_spoons.png,megan
420_jealousy.png,cueball megan
421_making_hash_browns.png,cueball
423_finish_line.png,cueball megan
428_starwatching.png,cueball megan
429_fantasy.png,cueball megan
430_every_damn_morning.png,cueball megan
431_delivery.png,megan other
436_how_it_happened.png,cueball
438_internet_argument.png,cueball megan
439_thinking_ahead.png,cueball
443_know_your_vines.png,megan
446_in_popular_culture.png,none
447_too_old_for_this_shit.png,cueball
448_good_morning.png,cueball
449_things_fall_apart.png,cueball megan
451_impostor.png,cueball ponytail
452_mission.png,cueball beret
460_paleontology.png,cueball ponytail
464_rba.png,cueball megan
466_moving.png,cueball megan
468_fetishes.png,cueball other
469_improvised.png,hairy megan
474_turn-on.png,cueball megan beret
476_one-sided.png,cueball
477_typewriter.png,none
480_spore.png,cueball
482_height.png,none
483_fiction_rule_of_thumb.png,none
484_flash_games.png,cueball
489_going_west.png,cueball megan
491_twitter.png,cueball
